permalink,name,category_code,funding_total_usd,status,country_code,state_code,region,city,funding_rounds,founded_at,first_funding_at,last_funding_at,last_milestone_at
/company/appirio,Appirio,enterprise,76700000,unknown,USA,CA,SF Bay,san francisco,4,9/9/2006,3/13/2008,3/15/2012,3/29/2013
/company/appistry-inc,Appistry,software,34000000,unknown,USA,MO,Saint Louis,saint louis,4,1/1/2001,10/23/2005,8/2/2011,5/16/2013
/company/appjet,AppJet,web,715000,acquired,USA,CA,SF Bay,san francisco,2,6/1/2007,6/1/2007,8/1/2007,7/25/2012
/company/applaud,Applaud,network_hosting,125000,unknown,USA,OH,Cincinnati,cincinnati,1,1/1/2009,3/26/2013,3/26/2013,NULL
/company/apple-seeds,Apple Seeds,education,150000,unknown,USA,NY,New York,new york,1,NULL,1/3/2013,1/3/2013,NULL
/company/application-experts,Application Experts,software,18000,unknown,USA,CO,Denver,broomfield,1,6/29/2006,5/1/2008,5/1/2008,5/20/2013
/company/application-security,Application Security,software,10000000,unknown,USA,NY,New York,new york,1,1/1/2001,4/17/2006,4/17/2006,7/1/2011
/company/applied-biocode,Applied BioCode,software,8237567,unknown,USA,CA,Los Angeles,santa fe springs,2,1/1/2008,11/26/2012,12/6/2012,NULL
/company/applied-bioresearch,Applied Bioresearch,biotech,50000,unknown,USA,UT,Salt Lake City,draper,1,NULL,5/24/2013,5/24/2013,NULL
/company/applied-computational-technologies,Applied Computational Technologies,software,200000,unknown,USA,PA,Windber,windber,1,NULL,10/30/2006,10/30/2006,NULL
/company/applied-dna-sciences,Applied DNA Sciences,NULL,7500000,unknown,USA,NY,Stony Brook,stony brook,2,NULL,12/13/2012,1/10/2013,NULL
/company/applied-genetics-technologies-corporation,Applied Genetics Technologies Corporation,biotech,77300000,unknown,USA,FL,Alachua,alachua,4,1/1/2009,11/1/2003,11/19/2012,NULL
/company/applied-identity,Applied Identity,advertising,33000000,unknown,USA,CA,SF Bay,san francisco,3,1/1/2002,1/13/2005,10/1/2008,NULL
/company/applied-isotope-technologies,Applied Isotope Technologies,hardware,250000,unknown,USA,PA,Pittsburg,pittsburgh,2,1/1/2003,3/21/2006,11/6/2007,NULL
/company/applied-microstructures,Applied MicroStructures,NULL,8500000,unknown,USA,CA,SF Bay,san jose,1,NULL,4/7/2005,4/7/2005,NULL
/company/applied-optoelectronics-inc,"Applied Optoelectronics, Inc.",semiconductor,28000000,unknown,USA,TX,Houston,sugar land,1,1/1/1997,4/9/2007,4/9/2007,NULL
/company/applied-predictive-technologies,Applied Predictive Technologies,software,54000000,unknown,USA,VA,Washington DC,arlington,1,1/1/1999,9/7/2006,9/7/2006,9/1/2004
/company/applied-proteomics,Applied Proteomics,NULL,22500000,unknown,USA,CA,San Diego,san diego,1,NULL,2/6/2012,2/6/2012,NULL
/company/applied-quantum-technologies,Applied Quantum Technologies,cleantech,33450000,unknown,USA,CA,SF Bay,santa clara,3,NULL,1/1/2007,1/12/2012,NULL
/company/applied-stemcell,Applied StemCell,biotech,2640741,unknown,USA,CA,SF Bay,menlo park,1,NULL,3/26/2013,3/26/2013,NULL
/company/applimation,Applimation,enterprise,4000000,acquired,USA,IL,Chicago,chicago,1,1/1/1998,4/4/2005,4/4/2005,NULL
/company/appmakr,AppMakr,mobile,1000000,unknown,USA,CA,SF Bay,san francisco,1,1/1/2010,10/25/2010,10/25/2010,7/20/2011
/company/appmobi,appMobi,mobile,8100000,unknown,USA,PA,Philadelphia,lancaster,2,1/2/2006,7/1/2009,1/24/2011,2/21/2013
/company/appneta,AppNeta,enterprise,47800000,unknown,USA,MA,Boston,south boston,4,1/1/2010,7/16/2007,3/1/2013,NULL
/company/appnexus,AppNexus,advertising,140500000,unknown,USA,NY,New York,new york,5,9/1/2007,12/27/2007,1/24/2013,5/1/2013
/company/appnomic,Appnomic Systems,software,11700000,unknown,USA,CA,Bangalore,bangalore,3,1/1/2006,1/28/2009,9/17/2012,1/23/2013
/company/appointmentcity,AppointmentCity,web,800000,unknown,USA,GA,Atlanta,atlanta,1,1/1/2009,10/1/2009,10/1/2009,8/1/2010
/company/appolicious,Appolicious,mobile,2069000,unknown,USA,IL,Chicago,chicago,1,5/1/2009,12/1/2009,12/1/2009,4/15/2013
/company/appredeem,AppRedeem,advertising,700000,unknown,USA,CA,SF Bay,san francisco,1,9/1/2010,6/16/2011,6/16/2011,11/27/2012
/company/apprema,Apprema,ecommerce,800000,unknown,USA,CA,SF Bay,sunnyvale,1,8/23/2007,11/1/2007,11/1/2007,11/1/2008
/company/apprenda,Apprenda,software,15000000,unknown,USA,NY,Clifton Park,clifton park,2,1/1/2007,11/9/2009,8/9/2011,11/27/2012
/company/apprion,Apprion,mobile,27500000,unknown,USA,CA,SF Bay,mountain view,3,1/1/2004,1/24/2006,3/10/2010,NULL
/company/approva,Approva,enterprise,54950000,acquired,USA,VA,Washington DC,reston,8,NULL,1/31/2002,8/26/2009,4/14/2009
/company/apps-genius,Apps Genius,games_video,40000,unknown,USA,NJ,Red Bank,red bank,1,1/1/2009,4/22/2010,4/22/2010,11/13/2012
/company/appsame,AppSame,advertising,500000,unknown,USA,FL,Tampa,tampa,1,5/10/2010,3/18/2011,3/18/2011,NULL
/company/appscale-inc,"AppScale Systems, Inc.",software,1100000,unknown,USA,CA,Santa Barbara,santa barbara,1,10/1/2012,1/1/2009,1/1/2009,5/1/2013
/company/appscio,Appscio,software,7000000,unknown,USA,CA,Freedom,freedom,2,1/1/2006,3/20/2007,1/3/2009,NULL
/company/appsembler,Appsembler,software,118000,unknown,USA,MA,Boston,cambridge,1,NULL,1/1/2012,1/1/2012,9/1/2012
/company/appsfreedom,appsFreedom,software,700000,unknown,USA,AZ,Phoenix,chandler,2,NULL,1/25/2013,4/9/2013,NULL
/company/appsplit,appsplit,mobile,30000,unknown,USA,CA,San Diego,san diego,1,1/12/2011,1/12/2011,1/12/2011,3/25/2013
/company/appssavvy,appssavvy,advertising,10200000,unknown,USA,NY,New York,new york,2,1/1/2008,10/7/2008,12/19/2011,7/1/2012
/company/appstack,AppStack,mobile,1500000,unknown,USA,CA,Los Angeles,temecula,1,7/1/2011,3/28/2012,3/28/2012,11/1/2012
/company/appstores-com,Appstores.com,software,1155000,acquired,USA,CA,SF Bay,san francisco,2,5/24/2010,8/1/2010,8/1/2011,1/19/2012
/company/appswell,Appswell,mobile,10000,unknown,USA,MA,Boston,cambridge,1,8/1/2010,3/1/2010,3/1/2010,8/1/2009
/company/apptegic,Evergage,software,2000000,unknown,USA,MA,Boston,somerville,1,9/1/2010,5/1/2012,5/1/2012,5/22/2012
/company/apptentive,Apptentive,mobile,2197500,unknown,USA,WA,Seattle,seattle,3,3/10/2011,8/1/2012,12/11/2012,12/10/2012
/company/apptera,Apptera,mobile,30240000,unknown,USA,CA,SF Bay,sunnyvale,3,1/1/2001,6/19/2007,6/17/2010,7/19/2012
/company/appthority,Appthority,security,6250000,unknown,USA,CA,SF Bay,san francisco,1,6/1/2011,5/2/2012,5/2/2012,4/1/2013
/company/apptio,Apptio,software,136000000,unknown,USA,WA,Seattle,bellevue,6,11/1/2007,11/15/2007,5/15/2013,1/7/2013
/company/apptive,Apptive,mobile,400000,unknown,USA,TX,Austin,austin,1,2/1/2011,6/24/2013,6/24/2013,2/10/2013
/company/apptopia,Apptopia,mobile,1110000,unknown,USA,MA,Massachusetts - Other,NULL,2,11/6/2011,1/1/2011,7/26/2012,1/2/2013
/company/apptrigger,AppTrigger,public_relations,21500000,acquired,USA,TX,Dallas,richardson,1,1/1/2002,12/13/2007,12/13/2007,NULL
/company/appurify,Appurify,mobile,6250000,unknown,USA,CA,SF Bay,san francisco,2,1/1/2012,4/1/2012,5/28/2013,5/28/2013
/company/appvault,AppVault,network_hosting,2000000,unknown,USA,GA,Atlanta,atlanta,1,1/1/2001,1/1/2004,1/1/2004,1/1/2003
/company/appworx,AppwoRx,software,225000,unknown,USA,FL,Miami,aventura,1,1/1/2009,5/2/2013,5/2/2013,NULL
/company/appycouple,Appy Couple,NULL,1225000,unknown,USA,NY,New York,new york,2,NULL,1/9/2012,10/20/2012,3/4/2013
/company/aprecia-pharmaceuticals,Aprecia Pharmaceuticals,biotech,25839000,unknown,USA,PA,Philadelphia,langhorne,2,1/1/2003,5/18/2007,11/18/2011,NULL
/company/apreso-classroom,Apreso Classroom,software,15000000,unknown,USA,VA,Washington DC,dulles,1,NULL,10/14/2008,10/14/2008,NULL
/company/aprexis-health-solutions,Aprexis Health Solutions,software,700000,unknown,USA,VT,Burlington,burlington,1,NULL,8/9/2011,8/9/2011,NULL
/company/aprigo,CloudLock,security,11700000,unknown,USA,MA,Boston,waltham,2,1/21/2007,3/16/2008,3/27/2012,2/1/2011
/company/aprimo,Aprimo,web,14500000,acquired,USA,IN,Indianapolis,indianapolis,1,1/1/1998,1/1/2005,1/1/2005,12/22/2010
/company/apriori-technologies,aPriori Technologies,software,14400000,unknown,USA,MA,Boston,concord,3,1/1/2003,3/7/2005,7/16/2012,5/10/2011
/company/aprius,Aprius,hardware,22000000,unknown,USA,DC,Washington DC,washington,2,6/1/2006,1/1/2006,9/4/2008,7/1/2008
/company/apsalar,Apsalar,mobile,5800000,unknown,USA,CA,SF Bay,san francisco,2,5/1/2010,11/1/2010,9/13/2011,8/20/2012
/company/apt-pharmaceuticals,APT Pharmaceuticals,biotech,32000000,unknown,USA,CA,SF Bay,burlingame,1,NULL,9/30/2008,9/30/2008,NULL
/company/aptana,Aptana,software,7800000,acquired,USA,CA,SF Bay,san mateo,1,1/1/2007,7/14/2009,7/14/2009,1/18/2011
/company/aptara,Aptara,consulting,23000000,unknown,USA,VA,Washington DC,falls church,1,1/1/1988,9/19/2007,9/19/2007,NULL
/company/aptela,Aptela,public_relations,5000000,unknown,USA,VA,Washington DC,herndon,1,NULL,1/12/2006,1/12/2006,7/6/2010
/company/aptera,Aptera,other,36300000,unknown,USA,CA,San Diego,carlsbad,3,1/1/2003,7/25/2008,7/13/2011,11/1/2010
/company/aptidata,Aptidata,software,750000,unknown,USA,GA,Atlanta,atlanta,1,8/3/2011,8/28/2012,8/28/2012,8/3/2011
/company/apture,Apture,web,4600000,acquired,USA,CA,SF Bay,san francisco,2,6/1/2007,7/1/2007,3/17/2009,11/10/2011
/company/aptus-endosystems,Aptus Endosystems,other,40000000,unknown,USA,CA,SF Bay,sunnyvale,2,1/1/2002,8/30/2010,6/27/2012,NULL
/company/aquahydrate,AquaHydrate,NULL,10000000,unknown,USA,CA,Los Angels,los angels,1,NULL,3/1/2011,3/1/2011,NULL
/company/aquantia,Aquantia,semiconductor,129000000,unknown,USA,CA,SF Bay,milpitas,5,1/1/2004,9/27/2005,5/14/2012,6/6/2011
/company/aquest-systems,Aquest Systems,hardware,20000000,unknown,USA,CA,SF Bay,sunnyvale,1,1/1/2004,2/26/2007,2/26/2007,NULL
/company/aquesys,AqueSys,biotech,35000000,unknown,USA,CA,Los Angeles,irvine,1,1/1/2006,6/2/2010,6/2/2010,NULL
/company/aquion-energy,Aquion Energy,cleantech,65000000,unknown,USA,PA,Pittsburg,pittsburgh,2,1/1/2008,9/7/2011,4/2/2013,10/1/2012
/company/aragon,Aragon Consulting Group,software,2500000,unknown,USA,CA,SF Bay,redwood city,1,12/1/2005,5/20/2008,5/20/2008,1/1/2005
/company/aragon-pharmaceuticals,Aragon Pharmaceuticals,biotech,122000000,acquired,USA,CA,San Diego,san diego,4,1/1/2009,5/27/2009,10/4/2012,NULL
/company/aragon-surgical,Aragon Surgical,biotech,25000000,unknown,USA,CA,California - Other,NULL,1,1/1/2005,1/7/2008,1/7/2008,2/1/2007
/company/aras,Aras,software,16450000,unknown,USA,MA,Boston,andover,2,3/24/2000,9/22/2003,6/14/2004,4/1/2008
/company/aratana-therapeutics,Aratana Therapeutics,biotech,47000000,ipo,USA,KS,Kansas City,kansas city,3,NULL,1/7/2011,1/31/2013,NULL
/company/aravo-solutions-inc,Aravo Solutions,enterprise,36000000,unknown,USA,CA,SF Bay,san francisco,3,2/1/2000,8/1/2007,11/24/2009,4/1/2013
/company/arbor-pharmaceuticals,Arbor Pharmaceuticals,biotech,34800000,unknown,USA,GA,Atlanta,atlanta,1,1/1/2006,11/11/2010,11/11/2010,NULL
/company/arbor-photonics,Arbor Photonics,hardware,200000,acquired,USA,MI,Detroit,ann arbor,1,NULL,11/26/2007,11/26/2007,NULL
/company/arc-solutions,Arc Solutions,software,3000000,unknown,USA,NC,Raleigh-Durham,durham,2,NULL,10/24/2006,8/15/2007,NULL
/company/arca-biopharma,ARCA biopharma,biotech,1500000,unknown,USA,CO,Denver,aurora,2,NULL,12/28/2012,6/17/2013,NULL
/company/arcadian-networks,Arcadian Networks,cleantech,90000000,closed,USA,MN,Minneapolis,elk river,1,NULL,4/27/2007,4/27/2007,NULL
/company/arcanatura-llc,ArcaNatura LLC,cleantech,390000,unknown,USA,CT,Groton,groton,3,NULL,1/1/2011,6/1/2011,NULL
/company/arch-grants,Arch Grants,other,2500000,unknown,USA,MO,Saint Louis,saint louis,1,5/1/2011,2/21/2012,2/21/2012,5/7/2012
/company/arch-rock-corporationarch-rock-corporation,Arch Rock Corporation,software,15000000,acquired,USA,CA,SF Bay,san francisco,2,1/1/2005,10/1/2005,5/2/2007,1/1/2005
/company/arch-therapeutics,Arch Therapeutics,biotech,370397,unknown,USA,MA,Boston,natick,1,1/1/2006,6/20/2013,6/20/2013,NULL
/company/archivas,Archivas,software,12000000,unknown,USA,MA,Boston,waltham,1,NULL,2/27/2006,2/27/2006,NULL
/company/archive-systems,Archive Systems,other,12500000,unknown,USA,NJ,Fairfield,fairfield,2,1/1/1991,5/9/2006,6/26/2007,NULL
/company/archpro-design-automation,ArchPro Design Automation,NULL,4500000,unknown,USA,CA,SF Bay,milpitas,1,1/1/2004,5/23/2006,5/23/2006,NULL
/company/arcmail,ArcMail,enterprise,3000000,unknown,USA,LA,Bossier City,bossier city,1,1/1/2005,1/1/2009,1/1/2009,NULL
/company/arcot-systems,Arcot Systems,security,42000000,acquired,USA,CA,SF Bay,sunnyvale,3,1/1/1997,5/10/2005,6/18/2008,6/1/2006
/company/arcsight-inc,ArcSight,software,26914000,acquired,USA,CA,SF Bay,cupertino,3,1/1/2000,1/1/2000,6/30/2006,8/1/2009
/company/arcsoft,ArcSoft,software,20000000,unknown,USA,CA,SF Bay,fremont,1,3/1/1994,9/19/2011,9/19/2011,6/1/2011
/company/arcturus-therapeutics,Arcturus Therapeutics,biotech,1300000,unknown,USA,CA,San Diego,san diego,1,1/1/2013,6/7/2013,6/7/2013,NULL
/company/arcxis-biotechnologies,Arcxis Biotechnologies,biotech,2000000,unknown,USA,CA,SF Bay,pleasanton,1,NULL,10/1/2007,10/1/2007,NULL
/company/ardelyx,Ardelyx,biotech,30000000,unknown,USA,CA,SF Bay,fremont,1,1/1/2007,8/31/2011,8/31/2011,NULL
/company/ardian,Ardian,biotech,64080000,acquired,USA,CA,SF Bay,mountain view,3,1/1/2003,1/1/2005,3/23/2009,NULL
/company/are-you-a-human,Are You a Human,software,1551000,unknown,USA,MI,Detroit,detroit,2,1/1/2011,7/26/2011,2/6/2013,10/1/2011
/company/arena-pharmaceuticals,Arena Pharmaceuticals,biotech,168500000,unknown,USA,CA,San Diego,san diego,3,NULL,6/17/2009,1/11/2012,NULL
/company/arena-solutions,Arena Solutions,software,33000000,unknown,USA,CA,SF Bay,foster city,3,1/1/2000,10/20/2003,4/5/2005,3/4/2012
/company/arevs,AREVS,software,100000,unknown,USA,NY,Queensbury,queensbury,1,9/1/2012,1/31/2013,1/31/2013,4/29/2013
/company/argolyn-bioscience,Argolyn Bioscience,biotech,15800000,unknown,USA,NC,Raleigh-Durham,durham,1,NULL,6/25/2007,6/25/2007,NULL
/company/argos-risk,Argos Risk,software,1060000,unknown,USA,MN,Minneapolis,minneapolis,1,1/1/2010,2/22/2013,2/22/2013,NULL
/company/argos-therapeutics,Argos Therapeutics,biotech,25000000,unknown,USA,NC,Raleigh-Durham,durham,1,1/1/1997,4/24/2012,4/24/2012,7/1/2002
/company/argus-insights,Argus Insights,other,200000,unknown,USA,CA,SF Bay,los gatos,1,7/1/2009,5/1/2010,5/1/2010,3/1/2012
/company/argyle,Argyle Social,software,1565000,unknown,USA,NC,Raleigh-Durham,durham,2,2/5/2010,10/1/2010,8/8/2011,9/22/2011
/company/argyle-security,Argyle Security,security,10450000,ipo,USA,TX,San Antonio,san antonio,1,1/1/1976,12/14/2009,12/14/2009,NULL
/company/ari-network-services,ARI Network Services,enterprise,4800000,unknown,USA,WI,Milwaukee,milwaukee,1,NULL,3/13/2013,3/13/2013,NULL
/company/aria-analytics,Aria Analytics,hardware,350000,unknown,USA,OH,Cleveland,cleveland,1,1/1/2003,11/12/2007,11/12/2007,9/1/2004
/company/aria-diagnostics,Aria Diagnostics,biotech,52700000,unknown,USA,CA,SF Bay,san jose,1,NULL,1/9/2012,1/9/2012,NULL
/company/aria-retirement-solutions,Aria Retirement Solutions,NULL,4000000,unknown,USA,CA,SF Bay,san francisco,1,NULL,2/3/2012,2/3/2012,1/1/2012
/company/aria-systems,Aria Systems,software,34000000,unknown,USA,PA,Philadelphia,broomall,3,1/1/2003,11/7/2007,2/1/2011,8/15/2012
/company/aricent,Aricent Group,software,64700000,unknown,USA,NJ,East Brunswick,east brunswick,2,1/1/1991,2/11/2008,9/23/2008,1/1/2012
/company/arigo,Arigo,software,5000000,unknown,USA,MA,North Billercia,north billercia,1,1/1/2007,12/1/2007,12/1/2007,2/1/2009
/company/ario-data-networks,ARIO Data Networks,hardware,13050000,unknown,USA,CA,SF Bay,san jose,2,1/1/2000,4/1/2005,7/1/2006,NULL
/company/arisdyne-systems,Arisdyne Systems,cleantech,7100000,unknown,USA,OH,Cleveland,cleveland,2,1/1/2006,6/27/2008,11/23/2009,NULL
/company/aristos-logic,Aristos Logic,hardware,99360000,unknown,USA,CA,Los Angeles,foothill ranch,2,1/1/2000,1/1/2006,8/2/2007,NULL
/company/aristotle-circle,Aristotle Circle,other,2450000,unknown,USA,NY,New York,new york,2,8/1/2009,8/19/2010,4/19/2011,2/27/2012
/company/arithmatica,Arithmatica,software,622000,unknown,USA,CA,SF Bay,redwood city,1,1/1/1998,1/1/2007,1/1/2007,NULL
/company/arizona-security,Arizona Security,hardware,100000,unknown,USA,AZ,Phoenix,scottsdale,1,1/1/2009,11/13/2009,11/13/2009,NULL
/company/ark,Ark,web,5250000,unknown,USA,CA,SF Bay,san francisco,2,1/1/2011,11/1/2011,4/25/2012,7/6/2012
/company/arkadium,Arkadium,games_video,5025000,unknown,USA,NY,New York,new york,2,1/1/2001,9/1/2002,3/14/2013,3/1/2013
/company/arkansas-department-of-education,Arkansas Department of Education,other,35000,unknown,USA,AR,Little Rock,little rock,1,NULL,2/23/2011,2/23/2011,NULL
/company/arkeia-software,Arkeia Software,software,4080000,unknown,USA,CA,San Diego,carlsbad,1,1/1/1996,7/16/2007,7/16/2007,NULL
/company/armagen-technologies,ArmaGen Technologies,NULL,17000000,unknown,USA,CA,Los Angeles,santa monica,1,NULL,11/29/2012,11/29/2012,NULL
/company/armedzilla-com,ArmedZilla,public_relations,100000,unknown,USA,AZ,Phoenix,scottsdale,1,9/29/2009,10/16/2009,10/16/2009,7/12/2012
/company/armor5,Armor5,NULL,2000000,unknown,USA,CA,SF Bay,santa clara,1,1/1/2011,2/27/2013,2/27/2013,3/1/2012
/company/armune-bioscience,Armune BioScience,biotech,1399999,unknown,USA,MI,Kalamazoo,kalamazoo,1,NULL,4/29/2013,4/29/2013,NULL
/company/arno-therapeutics,Arno Therapeutics,biotech,26130000,unknown,USA,NJ,Parsippany,parsippany,2,NULL,9/14/2010,12/6/2012,NULL
/company/aroundtheway,aroundtheway,other,275000,unknown,USA,NY,w. babylon,w babylon,1,12/12/2009,1/15/2010,1/15/2010,5/17/2010
/company/arpeggi,Arpeggi,biotech,195000,unknown,USA,TX,Austin,austin,1,1/1/2012,1/31/2013,1/31/2013,NULL
/company/arpu,ARPU,advertising,15564591,unknown,USA,DC,Washington DC,washington,3,5/1/2005,7/1/2006,12/29/2009,NULL
/company/array-converter,Array Converter,cleantech,14000000,unknown,USA,CA,SF Bay,sunnyvale,1,1/1/2008,8/25/2010,8/25/2010,NULL
/company/array-health-solutions,Array Health Solutions,biotech,75000,unknown,USA,WA,Seattle,seattle,1,1/1/2006,3/11/2013,3/11/2013,NULL
/company/arraycomm,ArrayComm,software,30000000,unknown,USA,CA,SF Bay,san jose,1,1/1/1992,9/24/2007,9/24/2007,1/1/1994
/company/arrayent,Arrayent,public_relations,738309,unknown,USA,CA,SF Bay,redwood city,2,1/1/2002,12/1/2009,3/12/2010,NULL
/company/arrien-pharmaceuticals,Arrien Pharmaceuticals,biotech,2000000,unknown,USA,CT,Ansonia,ansonia,1,NULL,9/13/2011,9/13/2011,NULL
/company/arrogene,Arrogene,biotech,2272250,unknown,USA,CA,Los Angeles,santa monica,1,NULL,6/12/2013,6/12/2013,1/1/2012
/company/arroweyesolutions,Arroweye Solutions,enterprise,14000000,unknown,USA,IL,Chicago,chicago,2,1/1/1999,6/18/2006,5/22/2007,NULL
/company/arrowhead-research,Arrowhead Research,biotech,36000000,ipo,USA,CA,Los Angeles,pasadena,1,NULL,5/16/2013,5/16/2013,10/24/2011
/company/arrowsight,Arrowsight,consulting,6750000,unknown,USA,NY,Mt. Kisco,mt kisco,1,1/1/2002,11/11/2009,11/11/2009,NULL
/company/arroyo-video-solutions,Arroyo Video Solutions,games_video,12000000,acquired,USA,CA,SF Bay,pleasanton,1,1/1/2002,3/2/2005,3/2/2005,NULL
/company/arsenal-medical,Arsenal Vascular,biotech,28000000,unknown,USA,MA,Boston,watertown,5,1/1/2005,1/14/2010,10/26/2011,9/8/2011
/company/arstasis,Arstasis,hardware,37500000,unknown,USA,CA,SF Bay,redwood city,2,1/1/2006,5/31/2011,6/26/2012,5/1/2012
/company/art-com,Art.com,ecommerce,42489869,unknown,USA,CA,SF Bay,emeryville,3,1/1/1998,2/1/2005,1/11/2013,NULL
/company/art-sy,Artsy,web,7460000,unknown,USA,NY,New York,new york,4,1/1/2009,1/1/2010,11/3/2011,2/1/2013
/company/artandseek,artandseek,other,50000,unknown,USA,NY,New York,new york,1,6/27/2007,6/27/2007,6/27/2007,NULL
/company/arteris,Arteris,hardware,25300000,unknown,USA,CA,SF Bay,sunnyvale,3,1/1/2003,6/19/2007,12/6/2009,3/1/2003
/company/artfact,Artfact,ecommerce,13000000,unknown,USA,MA,Boston,allston,1,1/1/1989,12/9/2009,12/9/2009,NULL
/company/arthrocad,ArthroCAD,hardware,695002,unknown,USA,MA,Boston,ayer,1,NULL,1/14/2013,1/14/2013,1/1/2012
/company/article-one-partners,Article One Partners,software,10000000,unknown,USA,NY,New York,new york,2,1/1/2008,12/15/2009,3/5/2012,3/5/2012
/company/articulate-technologies,Articulate Technologies,other,410000,unknown,USA,CA,SF Bay,san francisco,1,1/1/2007,2/12/2010,2/12/2010,1/1/2012
/company/artify-it,Artify It,NULL,800000,unknown,USA,CA,SF Bay,san francisco,1,1/1/2012,4/25/2012,4/25/2012,2/15/2012
/company/artillery,Artillery,software,2500000,unknown,USA,CA,SF Bay,palo alto,1,12/30/2011,8/3/2012,8/3/2012,4/2/2012
/company/artimi,Artimi,semiconductor,31500000,unknown,USA,CA,SF Bay,mountain view,1,1/1/2002,3/21/2007,3/21/2007,NULL
/company/artisan-mobile,Artisan Mobile,software,7000000,unknown,USA,PA,Philadelphia,philadelphia,2,1/1/2010,4/11/2012,6/25/2013,2/25/2013
/company/artisan-pharma,Artisan Pharma,biotech,70000000,unknown,USA,MA,Boston,waltham,4,1/1/2006,9/6/2006,7/20/2010,NULL
/company/artist-growth,Artist Growth,web,2000000,unknown,USA,TN,Nashville,nashville,1,NULL,3/15/2013,3/15/2013,6/1/2011
/company/artkive,The Kive Company,web,500000,unknown,USA,CA,Los Angeles,encino,1,1/1/2012,11/16/2012,11/16/2012,5/22/2013
/company/artspace,Artspace,NULL,12200000,unknown,USA,NY,New York,new york,3,NULL,3/29/2011,2/20/2013,2/19/2013
/company/aruba-networks,Aruba Networks,NULL,30000000,ipo,USA,CA,SF Bay,sunnyvale,1,1/1/2002,10/30/2006,10/30/2006,12/1/2009
/company/aruspex,Aruspex,software,3770000,unknown,USA,CA,SF Bay,san francisco,1,12/17/2003,6/10/2008,6/10/2008,12/10/2010
/company/arxan-technologies,Arxan Technologies,security,13000000,unknown,USA,MD,Washington DC,bethesda,1,1/1/2001,3/5/2007,3/5/2007,6/1/2004
/company/aryaka-networks,Aryaka Networks,network_hosting,54000000,unknown,USA,CA,SF Bay,milpitas,3,11/1/2008,9/21/2010,7/16/2012,7/1/2010
/company/arynga,Arynga,NULL,250000,unknown,USA,CA,San Diego,san diego,1,1/1/2011,11/8/2012,11/8/2012,NULL
/company/aryx-therapeutics,ARYx Therapeutics,biotech,27900000,unknown,USA,CA,SF Bay,fremont,2,NULL,11/12/2008,8/16/2010,NULL
/company/as-it-is,As It Is,network_hosting,3000000,unknown,USA,NY,Buffalo,buffalo,1,1/1/1999,2/25/2008,2/25/2008,NULL
/company/asana,Asana,enterprise,38200000,unknown,USA,CA,SF Bay,san francisco,4,1/1/2009,9/1/2008,7/23/2012,4/9/2013
/company/ascendant-mdx,ASCENDANT MDX,biotech,13500000,unknown,USA,CA,San Diego,carlsbad,1,NULL,6/27/2013,6/27/2013,NULL
/company/ascendify,Ascendify,software,1000000,unknown,USA,CA,SF Bay,san francisco,1,6/1/2012,4/9/2013,4/9/2013,2/23/2013
/company/ascendx-spine,Ascendx Spine,hardware,4800000,unknown,USA,FL,Orlando,winter park,1,NULL,8/8/2011,8/8/2011,3/1/2012
/company/ascent-corporation,Ascent Corporation,enterprise,107000000,unknown,USA,MO,Saint Louis,saint louis,1,1/1/1998,4/18/2012,4/18/2012,NULL
/company/ascent-solar-technologies,Ascent Solar Technologies,cleantech,8425000,ipo,USA,CO,Denver,thornton,2,NULL,6/19/2013,7/2/2013,9/1/2010
/company/ascent-therapeutics,Ascent Therapeutics,biotech,8000000,unknown,USA,MA,Boston,cambridge,1,NULL,11/5/2007,11/5/2007,NULL
/company/ascletis,Ascletis,NULL,100000000,unknown,USA,NC,Raleigh-Durham,chapel hill,1,1/1/2011,4/6/2011,4/6/2011,NULL
/company/asempra-technologies,Asempra Technologies,security,20000000,acquired,USA,CA,SF Bay,santa clara,1,1/1/2003,2/13/2006,2/13/2006,11/1/2006
/company/asetek,Asetek,hardware,34860000,unknown,USA,CA,SF Bay,san jose,3,1/1/2000,12/21/2005,12/15/2009,9/30/2008
/company/asi-system-integration,ASI System Integration,consulting,40000000,unknown,USA,NY,New York,new york,1,NULL,3/13/2013,3/13/2013,NULL
/company/ask-com,Ask.com,web,25000000,acquired,USA,CA,SF Bay,oakland,2,4/1/1996,1/1/1996,3/1/1999,3/22/2013
/company/ask-ziggy,Ask Ziggy,software,5000000,unknown,USA,CA,Sacramento,rocklin,1,NULL,8/14/2012,8/14/2012,3/11/2013
/company/asoka,Asoka,hardware,7000000,unknown,USA,CA,SF Bay,santa clara,1,1/1/2001,10/4/2007,10/4/2007,6/1/2007
/company/aspen-aerogels,Aspen Aerogels,cleantech,136000000,unknown,USA,MA,Northborough,northborough,6,1/1/2001,6/25/2008,5/17/2013,5/17/2013
/company/aspen-avionics,Aspen Avionics,NULL,12800000,unknown,USA,NM,Albuquerque,albuquerque,1,1/1/2004,10/11/2012,10/11/2012,NULL
/company/assay-depot,Assay Depot,biotech,3500000,unknown,USA,CA,San Diego,san diego,2,1/1/2007,10/8/2007,6/7/2011,5/1/2011
/company/assembla,Assembla,public_relations,375000,unknown,USA,MA,Boston,needham,1,1/1/2005,5/1/2007,5/1/2007,NULL
